RideID,DateKey,RideTime,ServiceType,RideStatus,SourceLocation,SourceAreaKey,DestinationLocation,DestAreaKey,DurationMin,DistanceKM,RideCharge,MiscCharge,TotalFare,PaymentMethod
RD6658448298669664,20240705,16:02:15.689686,cab economy,cancelled,Koramangala Viewpoint,5.0,Bommasandra 1st Stage,,91,38.77,,,,
RD7087093674080197,20240713,00:52:10.689686,auto,completed,Jakkasandra Harbor,,Ramamurthy Nagar Bridge,,24,3.95,86.18,34.43,120.61,Amazon Pay
RD5056921180078931,20240706,22:16:04.689686,bike,completed,Whitefield Area,7.0,Banaswadi Square,,51,4.53,992.41,3.28,995.69,Amazon Pay
RD1407408474516729,20240619,19:00:06.689686,auto,completed,Kothaguda Lane,,Kumaraswamy Layout Lane,,107,19.44,74.87,17.31,92.18,GPay
RD2790341162265002,20240714,03:54:04.689686,bike lite,completed,Jakkasandra Station,,Vidya Vihar Mews,,100,11.42,862.72,44.17,906.89,GPay
RD2395309395621640,20240801,21:02:51.689686,parcel,completed,Electronic City 3rd Block,1.0,Gottigere 3rd Block,,71,10.98,692.51,0.76,693.27,GPay
RD9338872518707217,20240710,21:00:32.689686,bike,cancelled,Ashok Nagar Ridge,,Sadashiva Nagar Complex,,29,6.27,,,,
RD7811273771584483,20240812,02:52:36.689686,bike,completed,Harohalli Quay,,Hoodi View,,104,14.86,815.39,32.54,847.93,GPay
RD8699882496021279,20240805,21:11:26.689686,parcel,completed,Magadi Road 3rd Stage,,Kaval Byrasandra 5th Stage,,70,48.73,880.17,47.95,928.12,Amazon Pay
RD5281126757620661,20240716,21:57:57.689686,parcel,completed,Kalyan Nagar Bay,,Kengeri Yard,,98,41.95,710.95,46.78,757.73,Paytm
RD9012549679716445,20240813,01:46:26.689686,cab economy,completed,Ganganagar Station,,Bhuvaneshwari Nagar Depot,,62,8.41,313.32,9.3,322.62,QR scan
RD6650708122768943,20240630,04:28:03.689686,parcel,completed,BTM 2nd Stage Alcove,,Attibele Plaza,,110,26.91,825.32,3.38,828.7,Paytm
RD3736837480913176,20240711,11:07:47.689686,auto,completed,Bhadrappa Layout 5th Block,,Kalyan Nagar Woods,,109,26.73,453.57,32.64,486.21,Amazon Pay
RD6538657009379696,20240812,04:54:14.689686,bike,completed,Kothaguda Mews,,Banaswadi Garden,,66,16.22,635.65,38.88,674.53,Amazon Pay
RD0738706663966046,20240721,10:08:20.689686,bike,completed,VV Puram 4th Stage,,Yelahanka Station,,12,41.21,76.17,15.17,91.34,Paytm
RD1754813020553337,20240706,00:02:22.689686,bike,completed,BTM 2nd Stage Cutting,,HSR Layout Track,,24,43.19,249.18,28.82,278.0,QR scan
RD5172886313088080,20240722,22:06:24.689686,bike,cancelled,Thanisandra View,,Amruthahalli 3rd Block,,20,41.0,,,,
RD6852371199811806,20240727,03:16:52.689686,bike,completed,Koramangala Dam,5.0,Dodda Banaswadi Area,,85,7.45,746.84,35.46,782.3000000000001,Amazon Pay
RD6276200942202284,20240620,19:17:47.689686,bike,completed,Chandra Layout Harbor,,Kasavanahalli Square,,77,23.83,784.91,27.11,812.02,Amazon Pay
RD2093205220273206,20240809,05:08:09.689686,cab economy,completed,Domlur Alley,,Dommasandra Track,,99,49.68,324.76,7.86,332.62,Paytm
RD8518564363332137,20240624,22:59:32.689686,auto,completed,Koramangala 8th Block Passage,5.0,Billekahalli Terrace,,115,42.52,659.41,50.0,709.41,Amazon Pay
RD4796043980089095,20240621,17:30:56.689686,auto,completed,Bellandur Outer Ring Road Promenade,,Bellandur Outer Ring Road Farms,,109,3.68,662.76,35.9,698.66,GPay
RD8612321082841983,20240731,11:19:21.689686,bike,completed,Attibele Valley,,Horamavu Agara Hills,,32,45.82,251.06,2.73,253.79,Paytm
RD3246951099575287,20240717,08:30:23.689686,auto,completed,Hosur Road Park,,VV Puram Farms,,16,2.44,522.08,44.46,566.5400000000001,GPay
RD5464156511213210,20240808,01:37:29.689686,parcel,cancelled,Avalahalli Plaza,,Thanisandra Landing,,84,45.61,,,,
RD7108676977679064,20240720,06:01:59.689686,auto,completed,Hosur Road Landing,,Banaswadi 2nd Stage,,98,30.75,449.79,14.37,464.16,Paytm
RD7907488407967810,20240704,00:14:39.689686,bike,completed,KR Puram Alley,,ITI Layout Arc,,24,46.86,107.35,2.7,110.05,Paytm
RD6860020076296121,20240717,19:00:04.689686,auto,completed,Kanaka Nagar Track,,Bommanahalli Viewpoint,,83,34.69,802.81,6.9,809.7099999999999,GPay
RD4874362739836565,20240727,22:24:59.689686,auto,completed,Marathahalli Depot,,Adugodi Village,,52,3.98,958.82,33.86,992.68,Paytm
RD9356954235029337,20240813,23:28:32.689686,parcel,completed,Bommasandra Dam,,Hebbal Boulevard,2.0,72,26.47,909.22,48.65,957.87,GPay
RD8547460362129989,20240709,01:38:33.689686,cab economy,completed,Nagwara Way,,Chandra Layout Circle,,86,31.09,270.93,17.54,288.47,Amazon Pay
RD9214699503006630,20240704,19:30:25.689686,auto,completed,Vidya Vihar Heights,,Harohalli Cove,,101,20.27,575.11,37.03,612.14,Paytm
RD4736199315402624,20240723,16:59:01.689686,bike,completed,Ramnagar Bridge,,Kudlu Hills,,31,46.44,275.88,46.86,322.74,QR scan
RD3209863946922159,20240621,21:36:22.689686,bike lite,cancelled,Mahadevapura Promenade,,Srirampura 2nd Stage,,47,43.79,,,,
RD2336954574180262,20240810,20:39:06.689686,bike,completed,Kaval Byrasandra Place,,KR Puram Boulevard,,95,22.25,375.85,21.76,397.61,GPay
RD7207089582581675,20240618,12:12:01.689686,cab economy,completed,Dr. Shivaram Karanth Nagar Lane,,Ramnagar Sector,,25,25.31,664.15,13.91,678.06,QR scan
RD3659277139994619,20240816,09:19:07.689686,bike,completed,Whitefield Promenade,7.0,Hennur Road 1st Stage,,41,33.83,165.05,9.6,174.65,GPay
RD0802628302128514,20240812,04:31:40.689686,auto,completed,Subramanyapura Arcade,,Magadi Road Landing,,19,25.4,368.9,1.46,370.36,Paytm
RD8951980437700445,20240725,00:07:54.689686,parcel,completed,Bellandur Outer Ring Road 1st Block,,Bommanahalli 2nd Block,,29,24.8,102.72,35.38,138.1,Paytm
RD1928605221109866,20240815,16:50:26.689686,auto,completed,Dooravani Nagar Cutting,,Kasavanahalli Esplanade,,67,11.61,164.46,25.3,189.76,GPay
RD0568585556808595,20240714,14:01:08.689686,auto,completed,Kalyan Nagar Lane,,Chikkagubbi Alcove,,112,33.96,932.67,21.89,954.56,Paytm
RD2546259873912835,20240715,03:18:57.689686,bike,cancelled,HRBR Layout Garden,,Harohalli Zone,,42,8.13,,,,
RD4720650287092039,20240622,16:34:36.689686,auto,completed,KR Puram Loop,,Sanjay Nagar Quay,,64,44.52,509.64,21.15,530.79,QR scan
RD0910468520138746,20240720,19:02:40.689686,auto,cancelled,Malleshwaram Ridge,,Munnekollal 3rd Stage,,58,35.28,,,,
RD0638276388093328,20240816,02:10:13.689686,auto,completed,Agrahara Layout Drive,,Subramanyapura Esplanade,,39,32.41,462.1,44.83,506.93,GPay
RD2693633384925888,20240620,18:56:27.689686,parcel,completed,Vidya Vihar Quay,,Kothanur 3rd Stage,,25,45.29,493.78,36.63,530.41,Amazon Pay
RD8820213038910872,20240622,03:53:32.689686,auto,completed,Agrahara Layout 3rd Block,,Arekere Pier,,38,41.16,363.94,49.22,413.16,GPay
RD9707551898231448,20240618,02:13:11.689686,cab economy,completed,Kothaguda Circle,,ITI Layout Track,,84,22.97,700.88,15.63,716.51,Amazon Pay
RD0052829714316829,20240724,21:38:32.689686,bike,completed,Dasarahalli 4th Block,,Koramangala 8th Block 2nd Stage,5.0,108,43.69,414.5,15.69,430.19,Paytm
RD0372511233504362,20240701,22:17:36.689686,auto,cancelled,Balagere Esplanade,,Subramanyapura Arc,,11,28.85,,,,
RD9650506800933208,20240625,12:39:47.689686,bike,completed,BTM 2nd Stage Esplanade,,Mahadevapura Park,,66,12.56,79.32,30.89,110.21,Paytm
RD1000389710872973,20240729,01:06:48.689686,bike,completed,Indiranagar 5th Stage,3.0,Thanisandra Track,,52,20.43,998.63,31.62,1030.25,QR scan
RD5739775603109349,20240625,15:01:10.689686,cab economy,completed,Nagawara 2nd Stage,,Ganganagar Cove,,33,13.85,992.67,29.78,1022.45,QR scan
RD2807433039685227,20240808,03:32:33.689686,cab economy,completed,Rajajinagar Arcade,,Sonnenahalli Quarters,,79,45.73,628.06,11.73,639.79,GPay
RD2072936999668959,20240623,16:31:09.689686,cab economy,completed,Harohalli Station,,Bagalur Crescent,,77,7.42,835.34,11.85,847.19,QR scan
RD4373684215308689,20240805,14:19:22.689686,cab economy,completed,Kasturi Nagar Park,,Adugodi District,,47,41.8,200.3,45.87,246.17,QR scan
RD2445993472635286,20240802,09:25:16.689686,cab economy,completed,Nagawara 4th Stage,,BTM 2nd Stage 2nd Stage,,96,33.7,654.21,47.07,701.2800000000001,Amazon Pay
RD5756976694528475,20240705,19:19:46.689686,cab economy,completed,Kasavanahalli Circle,,Anjanapura Cross,,51,14.61,711.3,48.66,759.9599999999999,Amazon Pay
RD1511582629182283,20240814,09:06:15.689686,cab economy,completed,Hosur Arcade,,Frazer Town Fields,,116,29.29,370.85,10.61,381.46,Paytm
RD1413159026383757,20240710,14:12:30.689686,bike,completed,Kothanur Trail,,Doddaballapur Loop,,108,42.32,766.12,16.75,782.87,Paytm
RD8165583280811280,20240730,00:03:14.689686,auto,completed,Electronic City Lane,1.0,BTM Layout Crescent,,52,18.31,64.25,41.62,105.87,QR scan
RD5267596965316456,20240629,19:53:48.689686,parcel,completed,Koramangala 4th Block Plaza,5.0,Frazer Town Farms,,56,1.54,239.66,18.6,258.26,Amazon Pay
RD8384816984621643,20240728,04:16:45.689686,bike,cancelled,Nagwara Quarters,,Mahadevapura 6th Block,,111,29.71,,,,
RD7314095071469104,20240628,17:40:37.689686,bike,completed,Chikkajala Valley,,Yelahanka New Town District,,90,6.16,269.98,5.01,274.99,GPay
RD6272126212815125,20240803,14:17:50.689686,bike,completed,Byatarayanapura Landing,,Pai Layout Dam,,113,7.44,221.44,28.04,249.48,GPay
RD2569018080028564,20240801,08:22:41.689686,parcel,cancelled,Marathahalli 6th Stage,,Byatarayanapura Summit,,24,16.41,,,,
RD0518946549757585,20240715,11:13:35.689686,bike lite,completed,Koramangala 6th Block Esplanade,5.0,Byatarayanapura Yard,,115,11.38,453.8,38.32,492.12,Amazon Pay
RD3356751491594519,20240706,06:55:10.689686,bike,completed,Adugodi Trail,,Jayanagar Quarry,4.0,114,16.01,306.63,28.91,335.54,Amazon Pay
RD9049208531152483,20240629,08:10:31.689686,cab economy,completed,Jayanagar Meadows,4.0,Sarjapur Valley,,105,31.03,431.1,32.28,463.38,GPay
RD3144739321592728,20240802,06:36:25.689686,parcel,completed,JP Nagar Square,,Ashok Nagar Cutting,,53,43.73,526.59,33.76,560.35,Paytm
RD7266570588591199,20240626,18:42:38.689686,auto,completed,Chikkajala Viewpoint,,Agrahara Layout Village,,26,1.9,726.25,6.82,733.07,Amazon Pay
RD0488238537135783,20240729,15:55:13.689686,parcel,completed,Jakkasandra Yard,,Ramamurthy Nagar Alcove,,119,39.87,532.64,46.15,578.79,QR scan
RD6216797878699640,20240622,15:36:50.689686,cab economy,completed,Chikkajala Extension,,RMV 2nd Stage Road,,19,47.47,781.98,36.66,818.64,QR scan
RD6590377224310868,20240705,06:14:04.689686,bike lite,completed,Nagarbhavi Heights,,BTM 2nd Stage Alley,,79,46.51,739.55,14.26,753.81,GPay
RD6723858171057412,20240720,05:14:48.689686,auto,completed,Dommasandra Garden,,Chikkabellandur 5th Block,,48,27.74,577.94,47.08,625.0200000000001,Amazon Pay
RD7068781737131917,20240621,02:57:17.689686,auto,completed,Madiwala Estate,,Kumaraswamy Layout Arcade,,34,45.1,160.21,31.23,191.44,Paytm
RD6112250911312929,20240701,09:53:41.689686,bike,cancelled,BTM 2nd Stage Quarters,,Seshadripuram 4th Block,,114,8.19,,,,
RD4378836963844480,20240712,18:20:00.689686,parcel,completed,Nelamangala Valley,,Agrahara Layout Vista,,12,11.73,547.25,30.39,577.64,Paytm
RD2457119121946237,20240625,09:48:15.689686,cab economy,completed,Nagarbhavi Nagar,,Attibele Arc,,64,36.89,973.21,29.07,1002.28,GPay
RD1265710391599789,20240624,20:09:11.689686,bike,completed,Horamavu Banaswadi Lane,,Kothanur Meadows,,15,39.86,248.36,11.03,259.39,QR scan
RD8349718261479478,20240702,18:17:16.689686,bike,completed,Kengeri Station,,Bhadrappa Layout Heights,,93,24.59,485.99,21.27,507.26,Amazon Pay
RD6054418354760109,20240806,15:31:49.689686,bike,completed,Gottigere 3rd Stage,,Bellandur Run,,96,39.25,854.07,29.81,883.88,QR scan
RD0422013578056987,20240814,14:43:40.689686,bike lite,completed,Jakkur Depot,,Harohalli Boulevard,,25,45.33,671.94,38.45,710.3900000000001,Paytm
RD3924132062918338,20240701,07:03:22.689686,bike,completed,Tavarekere 6th Block,,Giri Nagar Way,,63,46.0,138.38,5.34,143.72,QR scan
RD6395210187074109,20240723,16:37:50.689686,auto,completed,Nagwara District,,Balagere Square,,103,39.02,200.91,16.21,217.12,QR scan
RD0490172035092259,20240808,06:07:23.689686,auto,cancelled,Ganganagar Arcade,,Shivaji Nagar 4th Block,,69,29.04,,,,
RD2279858516128825,20240724,06:14:29.689686,bike lite,completed,Koramangala Hills,5.0,Sanjay Nagar Hills,,21,34.13,953.6,27.02,980.62,Amazon Pay
RD7182952095860783,20240714,07:36:15.689686,cab economy,completed,Bellandur Outer Ring Road Depot,,Begur Enclave,,16,11.43,985.4,43.06,1028.46,QR scan
RD1417498005738375,20240731,14:45:02.689686,auto,completed,Mahadevapura Pier,,Kalyan Nagar Landing,,21,36.52,903.17,18.37,921.54,GPay
RD9632677229170555,20240725,00:45:34.689686,auto,completed,Avalahalli Quarry,,Kanakapura Quarters,,83,30.79,152.02,39.69,191.71,QR scan
RD8358021062110762,20240627,08:59:45.689686,auto,completed,Sarjapur Cross,,Kalyan Nagar 5th Stage,,15,21.36,330.03,0.09,330.11999999999995,Paytm
RD2981566411254040,20240715,10:24:18.689686,parcel,completed,Bhuvaneshwari Nagar Woods,,Kundalahalli Arcade,,57,45.87,190.82,19.56,210.38,QR scan
RD9190215342946339,20240617,20:52:22.689686,bike,completed,Banerghatta Road Promenade,,Kundalahalli Vista,,115,11.93,862.12,41.14,903.26,Amazon Pay
RD0476088618334685,20240711,08:34:50.689686,bike lite,completed,Byatarayanapura Track,,Bhuvaneshwari Nagar Layout,,55,38.13,254.34,7.07,261.41,Paytm
RD4239395007007102,20240707,23:42:28.689686,bike,completed,Nagasandra Estate,,VV Puram Pointe,,92,49.73,300.02,18.7,318.72,Paytm
RD0105559317429973,20240813,08:14:54.689686,cab economy,completed,JP Nagar Cove,,Kanaka Nagar Boulevard,,100,33.02,174.14,8.98,183.12,QR scan
RD5028527702370828,20240712,14:23:58.689686,auto,completed,Kadubeesanahalli Valley,,Sadashiva Nagar Drive,,79,34.7,893.98,39.56,933.54,Amazon Pay
RD2373326467371099,20240627,22:25:39.689686,bike,completed,Nayandahalli Bridge,,Dommasandra Alcove,,50,45.61,681.22,29.41,710.63,QR scan
RD0060292639656122,20240627,07:03:56.689686,auto,completed,Arekere Square,,Madivala Bay,,10,45.55,560.52,13.69,574.21,QR scan
RD0262711631356294,20240807,15:42:04.689686,auto,completed,Yeshwanthpur Cutting,8.0,Nayandahalli Park,,68,49.13,704.8,38.44,743.24,Paytm
RD7715278782496338,20240719,01:47:55.689686,bike,completed,Nagwara Passage,,Gottigere 6th Stage,,98,13.22,304.76,26.27,331.03,Amazon Pay
RD3425259041586653,20240624,19:25:35.689686,auto,completed,Rajarajeshwari Nagar Pier,,Kothanur 6th Block,,116,5.16,292.06,5.76,297.82,GPay
RD3496680776324406,20240626,22:25:05.689686,parcel,completed,Shivaji Nagar Crescent,,Hennur Road Cutting,,34,32.66,636.16,34.01,670.17,QR scan
RD0181586791610239,20240617,05:33:37.689686,bike,completed,Kothanur Township,,Banaswadi 6th Block,,69,7.81,861.12,22.78,883.9,QR scan
RD9057228346724804,20240723,03:13:19.689686,bike,completed,Kumaraswamy Layout Lane,,Hulimavu Cove,,83,30.33,171.17,31.55,202.72,Paytm
RD7123818113733987,20240726,16:41:47.689686,bike,completed,Kanakapura Vista,,MG Road Yard,,18,35.55,140.32,43.49,183.81,Amazon Pay
RD9620615231362152,20240816,15:13:04.689686,auto,completed,Koramangala Boulevard,5.0,JP Nagar Loop,,60,31.91,806.18,0.21,806.39,Amazon Pay
RD3529675196159361,20240728,18:32:48.689686,auto,cancelled,Begur 1st Block,,Balagere Summit,,88,25.86,,,,
RD7658690955471342,20240701,20:07:02.689686,cab economy,completed,Kadubeesanahalli 5th Block,,Harohalli Terrace,,111,37.44,508.91,33.06,541.97,Paytm
RD8898308297654736,20240705,01:53:26.689686,cab economy,completed,Hennur Boulevard,,KR Puram Yard,,119,4.33,577.09,14.66,591.75,QR scan
RD0880709963270789,20240714,14:49:49.689686,auto,completed,Basaveshwaranagar Bay,,Kothanur Drive,,32,26.35,149.13,39.33,188.46,QR scan
RD0412142838639895,20240816,11:28:47.689686,cab economy,cancelled,Koramangala Esplanade,5.0,Chandra Layout Drive,,109,21.71,,,,
RD8421240083846693,20240730,02:36:15.689686,cab economy,completed,Pai Layout Landing,,Horamavu Agara Square,,81,13.18,181.1,12.01,193.11,Paytm
RD1705570583289780,20240805,20:01:53.689686,bike,completed,Nayandahalli Crescent,,Kothnur Zone,,19,5.99,151.94,42.91,194.85,Paytm
RD4273026371240847,20240720,02:30:27.689686,parcel,completed,Koramangala 6th Block Close,5.0,Harohalli Works,,53,30.31,460.46,32.32,492.78,Amazon Pay
RD0832444486364456,20240804,19:35:45.689686,bike,completed,Jakkasandra Harbor,,Lingarajapuram Nagar,,69,23.18,719.46,34.03,753.49,Paytm
RD8474215522156562,20240813,16:17:37.689686,bike,completed,Vijayanagar 3rd Stage,,HRBR Layout 1st Block,,86,14.99,998.21,25.36,1023.57,Paytm
RD4737726233997146,20240629,23:33:57.689686,auto,completed,Ashok Nagar 3rd Stage,,Frazer Town Grove,,75,49.58,541.77,14.45,556.22,Amazon Pay
RD0067704225956109,20240809,16:55:40.689686,auto,completed,Hennur Road Harbor,,Kasavanahalli 1st Block,,11,36.24,605.05,20.26,625.31,Amazon Pay
RD5516473156316843,20240621,01:53:05.689686,cab economy,completed,Rajajinagar Zone,,Kanaka Nagar Boulevard,,26,30.39,704.12,16.51,720.63,Amazon Pay
RD3576077570388393,20240727,22:45:05.689686,cab economy,completed,Nagasandra Cove,,Hennur Road Cross,,24,10.56,930.36,5.6,935.96,GPay
RD5404367464339803,20240624,12:45:59.689686,bike,completed,Hosur Lane,,Attibele Pass,,49,24.52,989.43,44.62,1034.05,GPay
RD8322811645217440,20240706,10:36:08.689686,parcel,completed,Babusapalya Quay,,Anjanapura Ridge,,64,9.49,381.35,36.07,417.42,GPay
RD1299661834827831,20240712,06:34:52.689686,auto,completed,MG Road Alcove,,Jakkur 3rd Block,,91,2.83,548.81,40.08,588.89,GPay
RD1578266706894431,20240809,08:26:09.689686,bike,cancelled,Vidya Vihar Works,,Mysore Road Court,,76,42.5,,,,
RD0836065371558163,20240728,08:42:38.689686,bike lite,completed,Chikkabellandur Cut,,Kanaka Nagar 3rd Block,,16,27.67,776.37,37.95,814.32,QR scan
RD4118996585335558,20240805,04:36:54.689686,bike,completed,Banashankari Loop,,Ramnagar Road,,113,7.5,833.92,17.9,851.8199999999999,QR scan
RD7316035127217320,20240705,23:00:21.689686,bike lite,completed,Hosur Trail,,Munnekollal Lane,,26,26.33,152.19,21.65,173.84,Paytm
RD5288839938998569,20240808,06:09:27.689686,parcel,completed,Arekere Lane,,Munnekollal Harbor,,83,1.07,50.52,34.3,84.82,GPay
RD2499226776409302,20240730,02:16:34.689686,bike,completed,Whitefield Colony,7.0,Mahalakshmi Layout Alcove,,107,48.47,499.74,8.86,508.6,Paytm
RD2385966979003295,20240725,22:45:08.689686,cab economy,completed,Ramamurthy Nagar Summit,,Begur 1st Block,,55,10.23,115.68,34.5,150.18,Amazon Pay
RD9559112858056833,20240622,17:28:10.689686,parcel,completed,Doddaballapur Arc,,Malleshwaram Pier,,33,30.42,845.73,28.03,873.76,GPay
RD5398043625367429,20240806,08:26:29.689686,parcel,completed,RMV 2nd Stage Grove,,Dr. Shivaram Karanth Nagar Run,,83,39.81,217.62,5.15,222.77,Amazon Pay
RD4722034777365872,20240707,06:21:16.689686,cab economy,completed,Seshadripuram Depot,,Kundalahalli Sector,,103,16.11,728.56,0.98,729.54,Amazon Pay
RD7423379341200050,20240625,22:21:29.689686,auto,completed,Byatarayanapura Court,,Giri Nagar Cross,,94,13.66,103.83,13.05,116.88,Amazon Pay
RD1796017014314307,20240722,05:05:31.689686,parcel,completed,Adugodi Track,,Koramangala Place,5.0,18,1.8,437.1,19.25,456.35,Paytm
RD5357936184276332,20240730,18:27:29.689686,cab economy,completed,Bhadrappa Layout Commons,,Hulimavu Garden,,119,37.89,65.88,16.03,81.91,QR scan
RD2878304462246178,20240721,16:02:53.689686,parcel,completed,Frazer Town Lane,,Horamavu Agara Alley,,111,49.5,561.8,28.56,590.3599999999999,QR scan
RD8178185726602489,20240705,23:56:54.689686,parcel,completed,Chokkanahalli Station,,Gottigere Colony,,91,23.01,142.62,12.47,155.09,Amazon Pay
RD1617857310109728,20240713,04:57:50.689686,parcel,cancelled,Chikkajala 4th Stage,,Kudlu Place,,49,34.48,,,,
RD7274440352292832,20240624,19:56:46.689686,parcel,completed,MG Road Quarters,,Indiranagar Place,3.0,32,37.84,153.98,31.47,185.45,QR scan
RD2322363266472166,20240726,19:55:41.689686,bike lite,completed,Rajarajeshwari Nagar 2nd Stage,,BTM 2nd Stage Sector,,40,22.7,667.73,7.53,675.26,Amazon Pay
RD2402627168381271,20240720,01:43:23.689686,bike,completed,Electronic City Woods,1.0,Arekere Drive,,64,23.61,409.67,49.79,459.46,Amazon Pay
RD2644070923090252,20240617,02:27:30.689686,parcel,completed,Shivaji Nagar Arcade,,Subbanna Palya Way,,84,41.07,714.14,4.54,718.68,Paytm
RD3046587332578307,20240808,04:14:55.689686,bike lite,completed,Peenya Run,,Sonnenahalli Viewpoint,,43,27.44,120.49,49.48,169.97,GPay
RD6801580110829314,20240729,12:06:27.689686,auto,completed,Seshadripuram Passage,,Srirampura Bay,,23,36.49,418.96,3.99,422.95,GPay
RD2836862101894915,20240725,16:38:01.689686,bike lite,completed,Nagasandra View,,Chikka Banaswadi Heights,,104,31.93,433.67,14.5,448.17,QR scan
RD7989973046228723,20240623,01:26:04.689686,cab economy,completed,Devarachikkanahalli Nagar,,Banaswadi Court,,69,22.39,458.95,9.23,468.18,GPay
RD9966021536307931,20240707,16:36:39.689686,auto,completed,Babusapalya Hills,,Sahakar Nagar Station,,41,49.8,499.6,36.81,536.4100000000001,Amazon Pay
RD0371861975102034,20240618,05:36:52.689686,auto,completed,Bhuvaneshwari Nagar Summit,,Ulsoor View,,41,24.22,123.01,46.49,169.5,Paytm
RD0288441936186386,20240626,05:44:49.689686,cab economy,completed,Kanaka Nagar Quadrant,,Chikkajala Drive,,35,37.33,112.99,16.52,129.51,Paytm
RD2919953117393760,20240806,03:51:26.689686,auto,completed,Anjanapura 6th Block,,Magadi Road Promenade,,23,5.24,307.21,37.59,344.79999999999995,Amazon Pay
RD0011607920785785,20240729,00:42:31.689686,auto,completed,Ramamurthy Nagar Farms,,BTM Layout Place,,67,18.9,117.36,36.12,153.48,QR scan
RD0145753541369026,20240702,05:00:46.689686,auto,completed,Shivaji Nagar Pier,,Balagere Drive,,108,22.95,499.63,25.3,524.93,GPay
RD0255497388654873,20240726,07:22:13.689686,cab economy,completed,Kothanur Passage,,Banaswadi Bridge,,48,35.11,472.57,4.53,477.1,QR scan
RD8810202389920302,20240723,03:03:36.689686,auto,completed,Billekahalli Woods,,Attibele Esplanade,,118,46.65,228.92,24.75,253.67,QR scan
RD7616411367040891,20240802,01:37:55.689686,auto,completed,Banaswadi Terrace,,Doddaballapur Heights,,82,4.08,126.24,43.78,170.01999999999998,Amazon Pay
RD4435856908227026,20240811,08:11:49.689686,bike lite,completed,Benniganahalli Square,,Dr. Shivaram Karanth Nagar 1st Stage,,12,1.48,970.63,12.81,983.44,GPay
RD8995716527426006,20240624,11:57:27.689686,auto,completed,Marathahalli 6th Stage,,Nandini Layout Passage,,102,15.85,419.06,25.43,444.49,QR scan
RD9220136944313293,20240702,17:21:19.689686,bike lite,cancelled,Doddakannelli Side,,Arekere Grove,,102,21.37,,,,
RD1716715232568348,20240811,23:11:20.689686,bike,completed,Kadugodi Fork,,Vasanth Nagar Extension,,67,40.26,767.45,16.96,784.4100000000001,Amazon Pay
RD3025593923887193,20240724,01:35:31.689686,parcel,completed,Jayanagar Nagar,4.0,Ganganagar Pier,,52,4.96,578.52,28.0,606.52,QR scan
RD6000411322845119,20240805,21:48:01.689686,parcel,completed,Bellandur Outer Ring Road 2nd Stage,,Kalyan Nagar Dam,,104,26.4,413.63,31.9,445.53,Amazon Pay
RD7755019445301205,20240807,14:30:21.689686,parcel,completed,Nagwara Works,,Naganathapura View,,43,19.72,479.99,16.92,496.91,Paytm
RD5429429043529474,20240620,12:27:41.689686,auto,completed,Ashok Nagar Quarters,,Banaswadi Yard,,86,11.48,330.43,4.36,334.79,GPay
RD7376586152627326,20240813,13:03:31.689686,auto,completed,Hulimavu 2nd Block,,Balagere Passage,,55,19.74,912.38,19.92,932.3,Amazon Pay
RD8139288074664938,20240806,17:41:41.689686,bike,completed,Chandra Layout Passage,,RT Nagar Extension,,111,30.66,809.62,32.03,841.65,GPay
RD7016073856975924,20240811,10:06:46.689686,auto,completed,Kaval Byrasandra Square,,Anjanapura View,,41,7.1,720.46,31.57,752.0300000000001,Amazon Pay
RD1958758281720382,20240811,07:30:35.689686,auto,completed,Banerghatta Road Quarry,,Rajarajeshwari Nagar Hills,,78,21.48,220.27,5.43,225.7,GPay
RD1138855511721098,20240803,21:55:14.689686,auto,completed,Seshadripuram Run,,Adugodi Arc,,54,6.89,184.61,30.57,215.18,GPay
RD1289656246028198,20240716,03:06:03.689686,bike,completed,Kanaka Nagar District,,Agrahara Layout Area,,91,44.55,565.71,12.34,578.0500000000001,GPay
RD5315898126702644,20240707,12:32:14.689686,bike,completed,Peenya Run,,Banaswadi Extension,,83,26.79,642.04,47.38,689.42,Paytm
RD8528279593684708,20240723,23:06:36.689686,parcel,completed,RT Nagar 3rd Block,,Kalena Agrahara 6th Block,,79,44.13,243.22,17.62,260.84,QR scan
RD2230449067787135,20240801,01:57:56.689686,auto,completed,Kudlu Gate Cross,,Doddakannelli Pointe,,78,42.88,727.49,35.23,762.72,Amazon Pay
RD6206833926381556,20240719,21:47:21.689686,cab economy,completed,Jalahalli Zone,,Kalena Agrahara Landing,,100,5.39,988.49,4.65,993.14,Paytm
RD4174743697130970,20240717,12:11:19.689686,cab economy,completed,Horamavu Banaswadi Zone,,Bommasandra Pointe,,25,12.29,770.83,26.19,797.0200000000001,Amazon Pay
RD6529925037553451,20240706,06:48:46.689686,cab economy,completed,Bhadrappa Layout Commons,,Bhadrappa Layout Station,,67,24.26,947.57,34.55,982.12,Paytm
RD9373938011951959,20240709,13:07:12.689686,parcel,completed,Hosur Alcove,,HRBR Layout Crescent,,30,19.72,409.31,27.23,436.54,Paytm
RD0893587832949452,20240717,13:23:04.689686,auto,completed,Chandra Layout District,,Kengeri Terrace,,100,6.08,768.82,3.86,772.6800000000001,QR scan
RD6033640562107098,20240806,04:19:00.689686,bike,completed,MG Road Close,,Basavanagudi 6th Stage,,53,45.37,123.91,38.25,162.16,QR scan
